"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009110","vitamin biosynthetic process","1/6","25/18986",0.04,126.573333333333,11.1704232724731,0.00787562976189482,0.0578687578156619,0.0255912912171411,"27010",1
"GO:0043603","amide metabolic process","2/6","472/18986",0.00423728813559322,13.4081920903955,4.85358008147679,0.00865742461928534,0.0581330091980529,0.0257081510623591,"27010/9374",2
"GO:0046949","fatty-acyl-CoA biosynthetic process","1/6","28/18986",0.0357142857142857,113.011904761905,10.5458055810228,0.00881722195346513,0.0581330091980529,0.0257081510623591,"9374",1
"GO:0043269","regulation of monoatomic ion transport","2/6","480/18986",0.00416666666666667,13.1847222222222,4.80742806615117,0.00894353987662352,0.0581330091980529,0.0257081510623591,"2273/154043",2
"GO:0021532","neural tube patterning","1/6","32/18986",0.03125,98.8854166666667,9.85315617941359,0.0100715196929311,0.0630402528927908,0.0278782806315051,"84314",1
"GO:0006084","acetyl-CoA metabolic process","1/6","35/18986",0.0285714285714286,90.4095238095238,9.41314091436723,0.0110113747215862,0.0634433170926146,0.0280565276460644,"27010",1
"GO:0010765","positive regulation of sodium ion transport","1/6","36/18986",0.0277777777777778,87.8981481481482,9.27876096085057,0.0113244944383121,0.0634433170926146,0.0280565276460644,"154043",1
"GO:0003382","epithelial cell morphogenesis","1/6","37/18986",0.027027027027027,85.5225225225225,9.14982917238449,0.0116375315376985,0.0634433170926146,0.0280565276460644,"1365",1
"GO:0070633","transepithelial transport","1/6","37/18986",0.027027027027027,85.5225225225225,9.14982917238449,0.0116375315376985,0.0634433170926146,0.0280565276460644,"1365",1
"GO:0035633","maintenance of blood-brain barrier","1/6","39/18986",0.0256410256410256,81.1367521367521,8.90690119682669,0.0122633579542097,0.0647658591956702,0.028641395222003,"1365",1
"GO:0035337","fatty-acyl-CoA metabolic process","1/6","41/18986",0.024390243902439,77.1788617886179,8.68184293946934,0.012888854110606,0.0656191131481686,0.0290187295765803,"9374",1
"GO:0072528","pyrimidine-containing compound biosynthetic process","1/6","42/18986",0.0238095238095238,75.3412698412698,8.57534496521557,0.0132014783848386,0.0656191131481686,0.0290187295765803,"27010",1
"GO:0043268","positive regulation of potassium ion transport","1/6","44/18986",0.0227272727272727,71.9166666666667,8.37325963814746,0.013826479412503,0.0667621434489432,0.029524211677826,"2273",1
"GO:0034331","cell junction maintenance","1/6","48/18986",0.0208333333333333,65.9236111111111,8.0073544302692,0.0150754918723883,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0061028","establishment of endothelial barrier","1/6","49/18986",0.0204081632653061,64.578231292517,7.92289160449415,0.0153875389232262,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0003254","regulation of membrane depolarization","1/6","50/18986",0.02,63.2866666666667,7.84095193034874,0.015699503583228,0.0693359563252685,0.0306624285212959,"2273",1
"GO:1901016","regulation of potassium ion transmembrane transporter activity","1/6","51/18986",0.0196078431372549,62.0457516339869,7.76141133627637,0.0160113858697989,0.0693359563252685,0.0306624285212959,"2273",1
"GO:1901570","fatty acid derivative biosynthetic process","1/6","53/18986",0.0188679245283019,59.7044025157233,7.60907231331248,0.0166349033922476,0.0693359563252685,0.0306624285212959,"9374",1
"GO:0098732","macromolecule deacylation","1/6","58/18986",0.0172413793103448,54.5574712643678,7.26297448495325,0.0181922568810715,0.0693359563252685,0.0306624285212959,"9374",1
"GO:0042733","embryonic digit morphogenesis","1/6","59/18986",0.0169491525423729,53.6327683615819,7.19903276446324,0.018503480806405,0.0693359563252685,0.0306624285212959,"84314",1
"GO:1905515","non-motile cilium assembly","1/6","65/18986",0.0153846153846154,48.6820512820513,6.84655951718163,0.0203690984111878,0.0693359563252685,0.0306624285212959,"84314",1
"GO:0001885","endothelial cell development","1/6","66/18986",0.0151515151515152,47.9444444444444,6.7924809247709,0.0206797471828981,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0006767","water-soluble vitamin metabolic process","1/6","66/18986",0.0151515151515152,47.9444444444444,6.7924809247709,0.0206797471828981,0.0693359563252685,0.0306624285212959,"27010",1
"GO:0090303","positive regulation of wound healing","1/6","66/18986",0.0151515151515152,47.9444444444444,6.7924809247709,0.0206797471828981,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","1/6","71/18986",0.0140845070422535,44.5680751173709,6.53923878473182,0.022231759958433,0.0693359563252685,0.0306624285212959,"2273",1
"GO:0070830","bicellular tight junction assembly","1/6","71/18986",0.0140845070422535,44.5680751173709,6.53923878473182,0.022231759958433,0.0693359563252685,0.0306624285212959,"1365",1
"GO:1902750","negative regulation of cell cycle G2/M phase transition","1/6","73/18986",0.0136986301369863,43.3470319634703,6.4452091857869,0.022851990887125,0.0693359563252685,0.0306624285212959,"2273",1
"GO:0072527","pyrimidine-containing compound metabolic process","1/6","74/18986",0.0135135135135135,42.7612612612613,6.39961074293098,0.0231619833819526,0.0693359563252685,0.0306624285212959,"27010",1
"GO:0061512","protein localization to cilium","1/6","75/18986",0.0133333333333333,42.1911111111111,6.35491452058816,0.0234718939202198,0.0693359563252685,0.0306624285212959,"84314",1
"GO:0090559","regulation of membrane permeability","1/6","75/18986",0.0133333333333333,42.1911111111111,6.35491452058816,0.0234718939202198,0.0693359563252685,0.0306624285212959,"1365",1
"GO:1904888","cranial skeletal system development","1/6","75/18986",0.0133333333333333,42.1911111111111,6.35491452058816,0.0234718939202198,0.0693359563252685,0.0306624285212959,"84314",1
"GO:0033135","regulation of peptidyl-serine phosphorylation","1/6","77/18986",0.012987012987013,41.0952380952381,6.26811131268534,0.0240914691964106,0.0693359563252685,0.0306624285212959,"154043",1
"GO:0043954","cellular component maintenance","1/6","77/18986",0.012987012987013,41.0952380952381,6.26811131268534,0.0240914691964106,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0120192","tight junction assembly","1/6","77/18986",0.012987012987013,41.0952380952381,6.26811131268534,0.0240914691964106,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0061045","negative regulation of wound healing","1/6","78/18986",0.0128205128205128,40.5683760683761,6.22594891789791,0.0244011339689961,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0070373","negative regulation of ERK1 and ERK2 cascade","1/6","79/18986",0.0126582278481013,40.0548523206751,6.18457777416366,0.0247107168543456,0.0693359563252685,0.0306624285212959,"154043",1
"GO:1901568","fatty acid derivative metabolic process","1/6","79/18986",0.0126582278481013,40.0548523206751,6.18457777416366,0.0247107168543456,0.0693359563252685,0.0306624285212959,"9374",1
"GO:0043297","apical junction assembly","1/6","80/18986",0.0125,39.5541666666667,6.14397314937147,0.0250202178697828,0.0693359563252685,0.0306624285212959,"1365",1
"GO:1903036","positive regulation of response to wounding","1/6","81/18986",0.0123456790123457,39.0658436213992,6.10411138206227,0.0253296370326296,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0002028","regulation of sodium ion transport","1/6","82/18986",0.0121951219512195,38.5894308943089,6.06496982253364,0.0256389743602046,0.0693359563252685,0.0306624285212959,"154043",1
"GO:0120193","tight junction organization","1/6","83/18986",0.0120481927710843,38.1244979919679,6.02652677785727,0.0259482298698236,0.0693359563252685,0.0306624285212959,"1365",1
"GO:0034248","regulation of amide metabolic process","1/6","84/18986",0.0119047619047619,37.6706349206349,5.98876146050576,0.0262574035787999,0.0693359563252685,0.0306624285212959,"27010",1
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","1/6","89/18986",0.0112359550561798,35.5543071161049,5.80943079568927,0.0278020457198125,0.0719805030156414,0.031831925967677,"2273",1
"GO:1901379","regulation of potassium ion transmembrane transport","1/6","90/18986",0.0111111111111111,35.1592592592593,5.77534032292945,0.028110728988357,0.0719805030156414,0.031831925967677,"2273",1
"GO:0060021","roof of mouth development","1/6","92/18986",0.0108695652173913,34.3949275362319,5.70880600873218,0.0287278505041556,0.0724627870925716,0.0320452063754132,"84314",1
"GO:0051899","membrane depolarization","1/6","97/18986",0.0103092783505155,32.6219931271478,5.5514118186344,0.0302692258095275,0.0748921200763742,0.0331195298998603,"2273",1
"GO:1902807","negative regulation of cell cycle G1/S phase transition","1/6","98/18986",0.0102040816326531,32.2891156462585,5.52136122685346,0.0305772561258569,0.0748921200763742,0.0331195298998603,"2273",1
"GO:0060349","bone morphogenesis","1/6","100/18986",0.01,31.6433333333333,5.4625928836834,0.0311930721519631,0.0749809152742336,0.0331587977855533,"84314",1
"GO:1903035","negative regulation of response to wounding","1/6","101/18986",0.0099009900990099,31.3300330033003,5.43385314568138,0.0315008578962757,0.0749809152742336,0.0331587977855533,"1365",1
"GO:0034308","primary alcohol metabolic process","1/6","103/18986",0.00970873786407767,30.7216828478964,5.37761037857338,0.0321161849337391,0.075383822969471,0.0333369755891152,"27010",1
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","1/6","107/18986",0.00934579439252336,29.5732087227414,5.26980118927406,0.0333458616872327,0.0758316010016858,0.0335349963943923,"2273",1
"GO:0043266","regulation of potassium ion transport","1/6","107/18986",0.00934579439252336,29.5732087227414,5.26980118927406,0.0333458616872327,0.0758316010016858,0.0335349963943923,"2273",1
"GO:0019217","regulation of fatty acid metabolic process","1/6","108/18986",0.00925925925925926,29.2993827160494,5.24377044284577,0.033653077367612,0.0758316010016858,0.0335349963943923,"27010",1
"GO:1901890","positive regulation of cell junction assembly","1/6","110/18986",0.00909090909090909,28.7666666666667,5.19275612676678,0.0342672646394989,0.0761995753167805,0.0336977256150197,"1365",1
"GO:0006766","vitamin metabolic process","1/6","117/18986",0.00854700854700855,27.0455840455841,5.02441392999197,0.0364143589677741,0.0799224242279718,0.0353440804745313,"27010",1
"GO:1902749","regulation of cell cycle G2/M phase transition","1/6","120/18986",0.00833333333333333,26.3694444444444,4.95672114117239,0.0373333237024333,0.0807264819805187,0.0356996588017242,"2273",1
"GO:0030326","embryonic limb morphogenesis","1/6","123/18986",0.00813008130081301,25.7262872628726,4.89146449677449,0.0382515579792312,0.0807264819805187,0.0356996588017242,"84314",1
"GO:0035113","embryonic appendage morphogenesis","1/6","123/18986",0.00813008130081301,25.7262872628726,4.89146449677449,0.0382515579792312,0.0807264819805187,0.0356996588017242,"84314",1
"GO:0045446","endothelial cell differentiation","1/6","125/18986",0.008,25.3146666666667,4.8492412518508,0.0388633085832661,0.0807264819805187,0.0356996588017242,"1365",1
"GO:0006090","pyruvate metabolic process","1/6","126/18986",0.00793650793650794,25.1137566137566,4.82849875094145,0.0391690622627369,0.0807264819805187,0.0356996588017242,"27010",1
"GO:0045471","response to ethanol","1/6","129/18986",0.00775193798449612,24.5297157622739,4.76769052767126,0.0400858370172985,0.0816205597099211,0.0360950466484235,"1365",1
"GO:0007368","determination of left/right symmetry","1/6","137/18986",0.0072992700729927,23.0973236009732,4.61517978752051,0.0425270066391301,0.0841163426888985,0.0371987563432687,"84314",1
"GO:0061041","regulation of wound healing","1/6","140/18986",0.00714285714285714,22.602380952381,4.56130241321445,0.0434411104234027,0.0841163426888985,0.0371987563432687,"1365",1
"GO:0000086","G2/M transition of mitotic cell cycle","1/6","141/18986",0.00709219858156028,22.4420803782506,4.54371650799087,0.0437456500253056,0.0841163426888985,0.0371987563432687,"2273",1
"GO:0060972","left/right pattern formation","1/6","144/18986",0.00694444444444444,21.974537037037,4.49203314187576,0.0446587840926101,0.0841163426888985,0.0371987563432687,"84314",1
"GO:0009799","specification of symmetry","1/6","147/18986",0.00680272108843537,21.5260770975057,4.441897391012,0.0455711914124062,0.0841163426888985,0.0371987563432687,"84314",1
"GO:0009855","determination of bilateral symmetry","1/6","147/18986",0.00680272108843537,21.5260770975057,4.441897391012,0.0455711914124062,0.0841163426888985,0.0371987563432687,"84314",1
"GO:0010952","positive regulation of peptidase activity","1/6","147/18986",0.00680272108843537,21.5260770975057,4.441897391012,0.0455711914124062,0.0841163426888985,0.0371987563432687,"1365",1
"GO:0003158","endothelium development","1/6","148/18986",0.00675675675675676,21.3806306306306,4.42551585901925,0.0458751657662214,0.0841163426888985,0.0371987563432687,"1365",1
"GO:0021915","neural tube development","1/6","151/18986",0.00662251655629139,20.9558498896247,4.37732418533502,0.0467866048092098,0.0841163426888985,0.0371987563432687,"84314",1
"GO:0035107","appendage morphogenesis","1/6","151/18986",0.00662251655629139,20.9558498896247,4.37732418533502,0.0467866048092098,0.0841163426888985,0.0371987563432687,"84314",1
"GO:0035108","limb morphogenesis","1/6","151/18986",0.00662251655629139,20.9558498896247,4.37732418533502,0.0467866048092098,0.0841163426888985,0.0371987563432687,"84314",1
"GO:0010565","regulation of cellular ketone metabolic process","1/6","153/18986",0.0065359477124183,20.681917211329,4.3459646032068,0.0473938276604453,0.0843111249959501,0.0372848948907658,"27010",1
"GO:0044839","cell cycle G2/M phase transition","1/6","158/18986",0.00632911392405063,20.0274261603376,4.27011248757797,0.0489104746663092,0.0848682862988508,0.0375312882417839,"2273",1
"GO:0007043","cell-cell junction assembly","1/6","159/18986",0.00628930817610063,19.9014675052411,4.25536039001292,0.0492135624691561,0.0848682862988508,0.0375312882417839,"1365",1
"GO:0018105","peptidyl-serine phosphorylation","1/6","159/18986",0.00628930817610063,19.9014675052411,4.25536039001292,0.0492135624691561,0.0848682862988508,0.0375312882417839,"154043",1
"GO:0018209","peptidyl-serine modification","1/6","171/18986",0.00584795321637427,18.504873294347,4.08825274770432,0.0528443425498549,0.0894333739361109,0.039550106194107,"154043",1
"GO:0043409","negative regulation of MAPK cascade","1/6","172/18986",0.00581395348837209,18.3972868217054,4.07509745311177,0.0531463852787785,0.0894333739361109,0.039550106194107,"154043",1
"GO:0030308","negative regulation of cell growth","1/6","173/18986",0.00578034682080925,18.2909441233141,4.06205269553122,0.0534483477369657,0.0894333739361109,0.039550106194107,"2273",1
"GO:1903034","regulation of response to wounding","1/6","181/18986",0.00552486187845304,17.4825046040516,3.96149074974001,0.0558611597034087,0.0925542744105496,0.0409302614957896,"1365",1
"GO:0032412","regulation of monoatomic ion transmembrane transporter activity","1/6","188/18986",0.00531914893617021,16.8315602836879,3.87864152617791,0.057968163720474,0.0937850920388391,0.0414745657723923,"2273",1
"GO:0048736","appendage development","1/6","189/18986",0.00529100529100529,16.7425044091711,3.86717011470683,0.0582688441661426,0.0937850920388391,0.0414745657723923,"84314",1
"GO:0060173","limb development","1/6","189/18986",0.00529100529100529,16.7425044091711,3.86717011470683,0.0582688441661426,0.0937850920388391,0.0414745657723923,"84314",1
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","1/6","191/18986",0.00523560209424084,16.5671902268761,3.84448855977849,0.0588699651316008,0.0938587179928353,0.0415071253658754,"2273",1
"GO:0022898","regulation of transmembrane transporter activity","1/6","197/18986",0.0050761421319797,16.0626057529611,3.77845462172803,0.0606714098461041,0.0958268062055289,0.042377472691327,"2273",1
"GO:1901991","negative regulation of mitotic cell cycle phase transition","1/6","205/18986",0.0048780487804878,15.4357723577236,3.69479562737268,0.0630688654531003,0.0986910950145736,0.0436441466585782,"2273",1
"GO:0060348","bone development","1/6","217/18986",0.00460829493087558,14.5821812596006,3.57776361971838,0.0666554865021274,0.10102663226062,0.0446769909093991,"84314",1
"GO:0045216","cell-cell junction organization","1/6","218/18986",0.00458715596330275,14.5152905198777,3.56843225976357,0.0669538544003099,0.10102663226062,0.0446769909093991,"1365",1
"GO:0002064","epithelial cell development","1/6","219/18986",0.0045662100456621,14.4490106544901,3.55916227863563,0.0672521428100284,0.10102663226062,0.0446769909093991,"1365",1
"GO:0071805","potassium ion transmembrane transport","1/6","219/18986",0.0045662100456621,14.4490106544901,3.55916227863563,0.0672521428100284,0.10102663226062,0.0446769909093991,"2273",1
"GO:1902806","regulation of cell cycle G1/S phase transition","1/6","220/18986",0.00454545454545455,14.3833333333333,3.54995298359141,0.0675503517482252,0.10102663226062,0.0446769909093991,"2273",1
"GO:0032409","regulation of transporter activity","1/6","225/18986",0.00444444444444444,14.0637037037037,3.50479330749695,0.0690402049591697,0.102349075772804,0.0452618148855129,"2273",1
"GO:0045926","negative regulation of growth","1/6","232/18986",0.00431034482758621,13.639367816092,3.44393709956904,0.0711226663911477,0.103618367414689,0.0458231335187975,"2273",1
"GO:0048705","skeletal system morphogenesis","1/6","232/18986",0.00431034482758621,13.639367816092,3.44393709956904,0.0711226663911477,0.103618367414689,0.0458231335187975,"84314",1
"GO:0001933","negative regulation of protein phosphorylation","1/6","236/18986",0.00423728813559322,13.4081920903955,3.41033227741699,0.0723109004467399,0.103989081372906,0.0459870742913505,"154043",1
"GO:0042180","cellular ketone metabolic process","1/6","237/18986",0.00421940928270042,13.351617440225,3.40205846202116,0.072607760958597,0.103989081372906,0.0459870742913505,"27010",1
"GO:0006813","potassium ion transport","1/6","248/18986",0.00403225806451613,12.7594086021505,3.31422909798036,0.0758680052799788,0.10662412826091,0.0471523706416981,"2273",1
"GO:0022604","regulation of cell morphogenesis","1/6","248/18986",0.00403225806451613,12.7594086021505,3.31422909798036,0.0758680052799788,0.10662412826091,0.0471523706416981,"1365",1
"GO:0006814","sodium ion transport","1/6","251/18986",0.00398406374501992,12.6069057104914,3.29123801275721,0.0767555032685386,0.10662412826091,0.0471523706416981,"154043",1
"GO:0000082","G1/S transition of mitotic cell cycle","1/6","256/18986",0.00390625,12.3606770833333,3.2537795961862,0.0782330881914372,0.10662412826091,0.0471523706416981,"2273",1
"GO:0042326","negative regulation of phosphorylation","1/6","256/18986",0.00390625,12.3606770833333,3.2537795961862,0.0782330881914372,0.10662412826091,0.0471523706416981,"154043",1
"GO:0045930","negative regulation of mitotic cell cycle","1/6","256/18986",0.00390625,12.3606770833333,3.2537795961862,0.0782330881914372,0.10662412826091,0.0471523706416981,"2273",1
"GO:1901888","regulation of cell junction assembly","1/6","268/18986",0.00373134328358209,11.8072139303483,3.16799323781588,0.0817712536626298,0.109596960555216,0.0484670457765201,"1365",1
"GO:0001894","tissue homeostasis","1/6","270/18986",0.0037037037037037,11.7197530864198,3.15422716627638,0.0823598460977064,0.109596960555216,0.0484670457765201,"1365",1
"GO:0060249","anatomical structure homeostasis","1/6","270/18986",0.0037037037037037,11.7197530864198,3.15422716627638,0.0823598460977064,0.109596960555216,0.0484670457765201,"1365",1
"GO:0097305","response to alcohol","1/6","275/18986",0.00363636363636364,11.5066666666667,3.12043847068372,0.0838299517859066,0.11068173321733,0.0489467646118369,"1365",1
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","1/6","280/18986",0.00357142857142857,11.3011904761905,3.08751296680994,0.0852980942971219,0.111747115784602,0.049417908568712,"1365",1
"GO:0044843","cell cycle G1/S phase transition","1/6","287/18986",0.00348432055749129,11.0255516840883,3.04279616113164,0.0873501996694933,0.11268842552782,0.049834183821085,"2273",1
"GO:1901988","negative regulation of cell cycle phase transition","1/6","287/18986",0.00348432055749129,11.0255516840883,3.04279616113164,0.0873501996694933,0.11268842552782,0.049834183821085,"2273",1
"GO:0070372","regulation of ERK1 and ERK2 cascade","1/6","296/18986",0.00337837837837838,10.6903153153153,2.98752766496987,0.0899829822087674,0.115205484797589,0.0509473025264951,"154043",1
"GO:0010563","negative regulation of phosphorus metabolic process","1/6","306/18986",0.00326797385620915,10.3409586056645,2.92884606610892,0.0929008700361375,0.117166022657517,0.0518143108606894,"154043",1
"GO:0045936","negative regulation of phosphate metabolic process","1/6","306/18986",0.00326797385620915,10.3409586056645,2.92884606610892,0.0929008700361375,0.117166022657517,0.0518143108606894,"154043",1
"GO:0001666","response to hypoxia","1/6","317/18986",0.00315457413249211,9.98212407991588,2.86735176560788,0.0961015373754718,0.119265229961942,0.0527426429604355,"1365",1
"GO:1904062","regulation of monoatomic cation transmembrane transport","1/6","318/18986",0.00314465408805031,9.95073375262055,2.86191100476139,0.09639203985422,0.119265229961942,0.0527426429604355,"2273",1
"GO:0070371","ERK1 and ERK2 cascade","1/6","319/18986",0.00313479623824451,9.91954022988506,2.856494342957,0.0966824645253617,0.119265229961942,0.0527426429604355,"154043",1
"GO:0045862","positive regulation of proteolysis","1/6","325/18986",0.00307692307692308,9.73641025641026,2.82449015936109,0.098423379525968,0.120051724136058,0.0530904541492378,"1365",1
"GO:0010948","negative regulation of cell cycle process","1/6","329/18986",0.00303951367781155,9.61803444782168,2.80361316601062,0.0995824354851162,0.120051724136058,0.0530904541492378,"2273",1
"GO:0036293","response to decreased oxygen levels","1/6","331/18986",0.00302114803625378,9.55991943605237,2.79330828376327,0.100161497651977,0.120051724136058,0.0530904541492378,"1365",1
"GO:0051345","positive regulation of hydrolase activity","1/6","331/18986",0.00302114803625378,9.55991943605237,2.79330828376327,0.100161497651977,0.120051724136058,0.0530904541492378,"1365",1
"GO:0031400","negative regulation of protein modification process","1/6","342/18986",0.00292397660818713,9.25243664717349,2.73815813966045,0.103340795375761,0.122462072021949,0.0541563818969688,"154043",1
"GO:0019216","regulation of lipid metabolic process","1/6","344/18986",0.00290697674418605,9.19864341085271,2.72839841841719,0.103917842552691,0.122462072021949,0.0541563818969688,"27010",1
"GO:0052547","regulation of peptidase activity","1/6","346/18986",0.00289017341040462,9.14547206165703,2.71871808213326,0.10449458022968,0.122462072021949,0.0541563818969688,"1365",1
"GO:0062012","regulation of small molecule metabolic process","1/6","348/18986",0.0028735632183908,9.09291187739464,2.70911600236953,0.105071008539542,0.122462072021949,0.0541563818969688,"27010",1
"GO:0034765","regulation of monoatomic ion transmembrane transport","1/6","354/18986",0.00282485875706215,8.93879472693032,2.68076835154573,0.106798438593876,0.123622850153186,0.0546697126183505,"2273",1
"GO:0070482","response to oxygen levels","1/6","358/18986",0.00279329608938547,8.8389199255121,2.6622414977714,0.107948514227482,0.124104074179894,0.0548825242402521,"1365",1
"GO:0006066","alcohol metabolic process","1/6","363/18986",0.00275482093663912,8.71717171717172,2.63948669241912,0.109384373181022,0.124905128835086,0.0552367745081974,"27010",1
"GO:1901990","regulation of mitotic cell cycle phase transition","1/6","368/18986",0.00271739130434783,8.59873188405797,2.61716641920247,0.110818305634909,0.125178143537293,0.0553575097548915,"2273",1
"GO:0007517","muscle organ development","1/6","369/18986",0.002710027100271,8.57542908762421,2.61275322682383,0.111104861127775,0.125178143537293,0.0553575097548915,"2273",1
"GO:0030336","negative regulation of cell migration","1/6","383/18986",0.00261096605744125,8.26196692776327,2.55267181129381,0.115108564674228,0.128830115430096,0.0569725206822599,"1365",1
"GO:0060271","cilium assembly","1/6","398/18986",0.00251256281407035,7.95058626465662,2.49160654956005,0.119381559578832,0.131865905678579,0.058315037702766,"84314",1
"GO:2000146","negative regulation of cell motility","1/6","398/18986",0.00251256281407035,7.95058626465662,2.49160654956005,0.119381559578832,0.131865905678579,0.058315037702766,"1365",1
"GO:0006631","fatty acid metabolic process","1/6","405/18986",0.00246913580246914,7.81316872427983,2.46419422793247,0.121369731353194,0.13319145843305,0.0589012366785834,"27010",1
"GO:0001558","regulation of cell growth","1/6","408/18986",0.00245098039215686,7.75571895424837,2.45264672835519,0.122220659135764,0.133259944477059,0.0589315232505212,"2273",1
"GO:0040013","negative regulation of locomotion","1/6","416/18986",0.00240384615384615,7.60657051282051,2.42242092871948,0.124486443112714,0.134860313372107,0.0596392541228254,"1365",1
"GO:0045786","negative regulation of cell cycle","1/6","419/18986",0.00238663484486874,7.55210819411297,2.41129321949244,0.125334854577463,0.134914588685295,0.0596632562856176,"2273",1
"GO:0044782","cilium organization","1/6","427/18986",0.00234192037470726,7.41061670569867,2.38215098547098,0.127593936318443,0.136477058467196,0.0603542270393702,"84314",1
"GO:0003002","regionalization","1/6","430/18986",0.00232558139534884,7.35891472868217,2.37141667308319,0.12843983742179,0.136517814618129,0.0603722506252703,"84314",1
