"barcode","SampleType","RawCount","logCPM","total_mutations"
"TCGA-06-0744","Primary Tumor",6162,6.96850464971296,164
"TCGA-06-0745","Primary Tumor",7651,7.33741370481424,127
"TCGA-06-0745","Primary Tumor",5416,6.77478880337732,127
"TCGA-06-0747","Primary Tumor",13642,7.77581589621089,153
"TCGA-06-0747","Primary Tumor",19781,8.79726979505665,153
"TCGA-06-0749","Primary Tumor",9636,7.4658368617321,141
"TCGA-06-0749","Primary Tumor",9633,7.9396504172857,141
"TCGA-06-0750","Primary Tumor",5200,6.38613368118883,43
"TCGA-06-0750","Primary Tumor",5658,7.14463423799933,43
"TCGA-06-0875","Primary Tumor",7533,6.60454674544691,153
"TCGA-06-0876","Primary Tumor",16868,8.06674385355286,158
"TCGA-06-0877","Primary Tumor",10624,7.12496504509636,186
"TCGA-06-0878","Primary Tumor",4594,7.65115644542085,114
"TCGA-06-0878","Primary Tumor",10568,7.182595544912,114
"TCGA-06-0879","Primary Tumor",21431,8.66901434548724,142
"TCGA-06-0881","Primary Tumor",6253,6.80012291136462,135
"TCGA-06-0882","Primary Tumor",13038,8.15520663024829,107
"TCGA-06-0882","Primary Tumor",13849,7.72617937234353,107
"TCGA-06-0939","Primary Tumor",3960,7.03036303580154,70
"TCGA-06-1084","Primary Tumor",5831,6.35250563961228,85
"TCGA-06-1086","Primary Tumor",4219,5.89824432819318,NA
"TCGA-06-1087","Primary Tumor",13861,7.71932199710473,64
"TCGA-06-1800","Primary Tumor",13129,7.66807278263948,70
"TCGA-06-1801","Primary Tumor",10657,7.12022636283265,NA
"TCGA-06-1802","Primary Tumor",6420,6.7089683420841,NA
"TCGA-06-1804","Primary Tumor",15786,8.01241065605519,85
"TCGA-06-1804","Primary Tumor",29483,9.0759050089711,85
"TCGA-06-1805","Primary Tumor",11965,7.33355634603751,NA
"TCGA-06-1806","Primary Tumor",4146,6.07097674247931,21
"TCGA-06-2557","Primary Tumor",7057,6.56915981433139,51
"TCGA-06-2557","Primary Tumor",7764,7.33817284198521,51
"TCGA-06-2558","Primary Tumor",8682,7.64178811418584,184
"TCGA-06-2558","Primary Tumor",6575,6.98212194424403,184
"TCGA-06-2559","Primary Tumor",4849,6.87699332012904,125
"TCGA-06-2559","Primary Tumor",4004,6.18579182743549,125
"TCGA-06-2561","Primary Tumor",4655,6.92761209427293,99
"TCGA-06-2561","Primary Tumor",4574,6.33322918103423,99
"TCGA-06-2562","Primary Tumor",6126,7.0746819202874,161
"TCGA-06-2562","Primary Tumor",3918,6.19620547250088,161
"TCGA-06-2563","Primary Tumor",5352,7.04214652931761,169
"TCGA-06-2563","Primary Tumor",4186,6.21111295994492,169
"TCGA-06-2564","Primary Tumor",9914,7.2574952834973,63
"TCGA-06-2564","Primary Tumor",11164,7.79074487512099,63
"TCGA-06-2565","Primary Tumor",4043,6.1650270790818,55
"TCGA-06-2565","Primary Tumor",6065,6.90920060826224,55
"TCGA-06-2566","Primary Tumor",2866,5.6975526854184,NA
"TCGA-06-2567","Primary Tumor",28054,8.98111494599985,148
"TCGA-06-2567","Primary Tumor",39669,9.63096041255632,148
"TCGA-06-2569","Primary Tumor",3415,6.4209758502435,67
"TCGA-06-2569","Primary Tumor",2565,5.56997384831987,67
"TCGA-06-2570","Primary Tumor",9836,7.81572021849316,32
"TCGA-06-2570","Primary Tumor",6099,6.7368694823657,32
"TCGA-06-5408","Primary Tumor",6760,7.16670043736482,45
"TCGA-06-5408","Primary Tumor",5741,6.54791381850527,45
"TCGA-06-5410","Primary Tumor",4467,6.8365977187537,20
"TCGA-06-5410","Primary Tumor",5027,6.9313150777018,20
"TCGA-06-5411","Primary Tumor",6163,7.04190407782618,35
"TCGA-06-5411","Primary Tumor",8859,7.4521271195949,35
"TCGA-06-5412","Primary Tumor",8402,7.60037684925673,54
"TCGA-06-5412","Primary Tumor",7683,7.26825627208258,54
"TCGA-06-5413","Primary Tumor",6175,6.99209952513282,51
"TCGA-06-5413","Primary Tumor",7152,7.17950875131743,51
"TCGA-06-5414","Primary Tumor",7697,7.31259343683763,33
"TCGA-06-5414","Primary Tumor",9642,7.71407674311733,33
"TCGA-06-5415","Primary Tumor",6299,6.96717607878778,51
"TCGA-06-5415","Primary Tumor",14271,7.56671174592679,51
"TCGA-06-5416","Primary Tumor",7710,7.23416036443891,15218
"TCGA-06-5416","Primary Tumor",8392,8.07618658602447,15218
"TCGA-06-5417","Primary Tumor",4667,8.51300388851691,61
"TCGA-06-5417","Primary Tumor",17388,8.40768620852464,61
"TCGA-06-5418","Primary Tumor",3558,6.43056785408553,41
"TCGA-06-5418","Primary Tumor",5553,7.03657126955438,41
"TCGA-06-5856","Primary Tumor",6688,7.146806327777,56
"TCGA-06-5856","Primary Tumor",5938,6.71527946537879,56
"TCGA-06-5858","Primary Tumor",25541,9.1094690354041,199
"TCGA-06-5858","Primary Tumor",27454,8.64219226027832,199
"TCGA-06-5859","Primary Tumor",11783,7.93336262866543,49
"TCGA-06-5859","Primary Tumor",13315,8.1431321936026,49
"TCGA-06-6388","Primary Tumor",10524,7.43188081299729,53
"TCGA-06-6389","Primary Tumor",8955,7.3484539978327,42
"TCGA-06-6390","Primary Tumor",4358,6.28982840959931,45
"TCGA-06-6391","Primary Tumor",3227,5.89231574989674,71
"TCGA-06-6693","Primary Tumor",8992,7.57143831739202,56
"TCGA-06-6694","Primary Tumor",5901,6.40900919293294,102
"TCGA-06-6695","Primary Tumor",21547,8.39401083170084,55
"TCGA-06-6697","Primary Tumor",13412,8.08443512520166,68
"TCGA-06-6698","Primary Tumor",2573,7.4392278365009,37
"TCGA-06-6698","Primary Tumor",16747,8.3361105409672,37
"TCGA-06-6699","Primary Tumor",11705,7.71998232358131,68
"TCGA-06-6700","Primary Tumor",8387,7.36723731652296,52
"TCGA-06-A5U0","Primary Tumor",45293,9.37037251479081,36
"TCGA-06-A5U1","Primary Tumor",9641,7.10026912374829,79
"TCGA-06-A6S0","Primary Tumor",8373,7.03083220929714,66
"TCGA-06-A6S1","Primary Tumor",5750,6.25162270436399,46
"TCGA-06-A7TK","Primary Tumor",9869,7.39372495865768,63
"TCGA-06-A7TL","Primary Tumor",7437,6.87676243510584,29
"TCGA-06-AABW","Solid Tissue Normal",5421,7.3571259135141,NA
"TCGA-08-0386","Primary Tumor",28448,8.77558530365485,15
"TCGA-08-0386","Primary Tumor",34399,9.53843301262466,15
"TCGA-12-0615","Primary Tumor",5142,6.58740317849886,63
"TCGA-12-0616","Primary Tumor",3561,7.09964651752718,40
"TCGA-12-0616","Primary Tumor",6405,6.44908470376827,40
"TCGA-12-0618","Primary Tumor",16522,8.30872604660818,39
"TCGA-12-0618","Primary Tumor",13475,7.68409436944741,39
"TCGA-12-0619","Primary Tumor",15695,8.34124264482068,56
"TCGA-12-0619","Primary Tumor",13021,7.39422017000785,56
"TCGA-12-0657","Primary Tumor",5302,6.66615057522527,68
"TCGA-12-0662","Primary Tumor",25318,8.64970087350592,33
"TCGA-12-0670","Primary Tumor",12114,8.23983412097345,64
"TCGA-12-0691","Primary Tumor",10304,7.32785295581083,63
"TCGA-12-0692","Primary Tumor",6107,6.56479358984515,158
"TCGA-12-0772","Primary Tumor",5292,6.19478936939908,NA
"TCGA-12-0773","Primary Tumor",22115,9.14332718717601,46
"TCGA-12-0775","Primary Tumor",7252,6.74079721483255,113
"TCGA-12-0778","Primary Tumor",9023,7.08598229139785,NA
"TCGA-12-0818","Primary Tumor",4229,6.17128226722986,71
"TCGA-12-0819","Primary Tumor",15011,8.09110713091955,52
"TCGA-12-0820","Primary Tumor",9254,6.99220054872034,60
"TCGA-12-0821","Primary Tumor",17921,8.65945561721377,154
"TCGA-12-0821","Primary Tumor",16422,8.35534653598302,154
"TCGA-12-0822","Primary Tumor",6070,7.39148186956188,NA
"TCGA-12-0826","Primary Tumor",7231,7.12570415577041,52
"TCGA-12-0827","Primary Tumor",3828,6.15510706518242,34
"TCGA-12-0828","Primary Tumor",10423,7.85738938100394,NA
"TCGA-12-0829","Primary Tumor",10530,7.430070322107,168
"TCGA-12-1089","Primary Tumor",8064,7.04063620231028,75
"TCGA-12-1092","Primary Tumor",10559,7.76254909767608,52
"TCGA-12-1093","Primary Tumor",20338,8.3664090499197,68
"TCGA-12-1095","Primary Tumor",5090,6.40112842680015,NA
"TCGA-12-1597","Primary Tumor",4541,7.26423304384847,133
"TCGA-12-1598","Primary Tumor",12756,7.97715850103159,60
"TCGA-12-1599","Primary Tumor",11707,8.0147858138933,44
"TCGA-12-1600","Primary Tumor",11424,8.00834039442691,68
"TCGA-12-3644","Primary Tumor",3702,7.26535204066496,97
"TCGA-12-3646","Primary Tumor",13022,8.02584567094732,80
"TCGA-12-3648","Primary Tumor",5377,7.01394068345224,55
"TCGA-12-3650","Primary Tumor",3830,7.26648253405595,106
"TCGA-12-3650","Primary Tumor",5442,7.12231245589135,106
"TCGA-12-3651","Primary Tumor",11909,8.20671135009789,101
"TCGA-12-3652","Primary Tumor",3016,6.92320237635612,133
"TCGA-12-3652","Primary Tumor",4736,7.37469654662055,133
"TCGA-12-3653","Primary Tumor",3271,6.23672977627797,63
"TCGA-12-3653","Primary Tumor",2595,6.65213895299024,63
"TCGA-12-5295","Primary Tumor",6070,7.72487409601232,76
"TCGA-12-5295","Primary Tumor",5711,7.67536195208966,76
"TCGA-12-5299","Primary Tumor",5589,7.15126491753949,34
"TCGA-12-5299","Primary Tumor",6241,7.21574687268693,34
"TCGA-12-5301","Primary Tumor",4408,7.52208497009453,66
"TCGA-14-0736","Recurrent Tumor",2993,7.03352097264274,108
"TCGA-14-0781","Primary Tumor",13579,7.60994906738935,28
"TCGA-14-0781","Primary Tumor",11090,7.98738190686854,28
"TCGA-14-0786","Primary Tumor",13346,7.75430973800999,37
"TCGA-14-0787","Primary Tumor",9594,7.01122851715232,36
"TCGA-14-0787","Primary Tumor",5143,7.49808826584687,36
"TCGA-14-0789","Primary Tumor",5236,7.45220742740511,186
"TCGA-14-0789","Primary Tumor",7757,7.24360756848382,186
"TCGA-14-0790","Primary Tumor",16608,9.15823605104694,133
"TCGA-14-0790","Primary Tumor",22693,8.78067628894418,133
"TCGA-14-0812","Primary Tumor",27478,8.61988303627054,54
"TCGA-14-0813","Primary Tumor",13168,7.3231408996104,103
"TCGA-14-0817","Primary Tumor",8041,7.60860736997714,69
"TCGA-14-0817","Primary Tumor",9760,7.96247768069288,69
"TCGA-14-0865","Primary Tumor",4549,6.51570262851614,54
"TCGA-14-0866","Primary Tumor",10100,7.67901298447927,NA
"TCGA-14-0867","Primary Tumor",9862,7.11819296674254,NA
"TCGA-14-0871","Primary Tumor",3820,5.77690382122134,208
"TCGA-14-0871","Primary Tumor",722,6.37911585042757,208
"TCGA-14-1034","Primary Tumor",19914,9.37416570729333,162
"TCGA-14-1034","Recurrent Tumor",7425,7.94173155416933,162
"TCGA-14-1034","Primary Tumor",35946,9.12408977271779,162
"TCGA-14-1037","Primary Tumor",13292,7.78736125426193,56
"TCGA-14-1396","Primary Tumor",10445,7.4107527018305,193
"TCGA-14-1401","Primary Tumor",14319,7.41383367679409,NA
"TCGA-14-1402","Recurrent Tumor",6643,7.30399430586101,NA
"TCGA-14-1402","Recurrent Tumor",6629,7.67427067348464,NA
"TCGA-14-1451","Primary Tumor",17907,8.51069069804731,32
"TCGA-14-1453","Primary Tumor",8234,7.53875894261873,63
"TCGA-14-1454","Primary Tumor",8793,6.94120984756871,NA
"TCGA-14-1455","Primary Tumor",10546,7.45562121333393,67
"TCGA-14-1795","Primary Tumor",8328,6.75884556626861,208
"TCGA-14-1821","Primary Tumor",2630,5.22039052941221,21
"TCGA-14-1823","Primary Tumor",6895,7.36810552303272,99
"TCGA-14-1823","Primary Tumor",5854,7.68204581608021,99
"TCGA-14-1825","Primary Tumor",15544,7.64589198021174,145
"TCGA-14-1825","Primary Tumor",3070,7.6810929289298,145
"TCGA-14-1827","Primary Tumor",9922,7.75885126665524,48
"TCGA-14-1829","Primary Tumor",4987,7.30411848525639,120
"TCGA-14-2554","Primary Tumor",18057,8.78921611047166,145
"TCGA-14-2554","Primary Tumor",12016,8.48888926700577,145
"TCGA-14-2555","Primary Tumor",757,5.16726599359403,NA
"TCGA-14-4157","Primary Tumor",1381,4.41675394555963,32
"TCGA-15-0742","Primary Tumor",4142,6.80016158417596,152
"TCGA-15-0742","Primary Tumor",4782,5.9219048004546,152
"TCGA-15-1444","Primary Tumor",34655,9.49806008555083,NA
"TCGA-15-1444","Primary Tumor",23383,8.71156301447775,NA
"TCGA-16-0846","Primary Tumor",14353,7.9357267142743,165
"TCGA-16-0846","Primary Tumor",22269,9.22250846371804,165
"TCGA-16-0849","Primary Tumor",5883,6.43917180614031,52
"TCGA-16-0850","Primary Tumor",5038,6.39830319281811,58
"TCGA-16-1045","Primary Tumor",6245,7.52472750100523,169
"TCGA-16-1056","Primary Tumor",12431,7.22416315725981,NA
"TCGA-16-1063","Primary Tumor",2534,5.7536952976883,NA
"TCGA-16-1460","Primary Tumor",4782,6.20438831952994,62
"TCGA-19-0955","Primary Tumor",11706,7.56217714486819,NA
"TCGA-19-0957","Recurrent Tumor",6385,7.44671117300005,217
"TCGA-19-1385","Primary Tumor",9474,6.96882529078237,63
"TCGA-19-1386","Primary Tumor",5934,6.46635043153201,62
"TCGA-19-1387","Primary Tumor",9265,7.22380035864548,81
"TCGA-19-1388","Primary Tumor",8417,6.90977792335786,NA
"TCGA-19-1389","Primary Tumor",8283,7.02274969728456,29
"TCGA-19-1389","Recurrent Tumor",7716,7.98217356133711,29
"TCGA-19-1390","Primary Tumor",2612,5.78021980799935,286
"TCGA-19-1787","Primary Tumor",21653,8.93085528547942,1358
"TCGA-19-1787","Primary Tumor",18063,7.96429295392088,1358
"TCGA-19-1791","Primary Tumor",20259,8.32156616163602,63
"TCGA-19-2619","Primary Tumor",6869,7.22791911071878,NA
"TCGA-19-2619","Primary Tumor",5916,6.48723879704839,NA
"TCGA-19-2620","Primary Tumor",8959,8.44086384514574,184
"TCGA-19-2624","Primary Tumor",8181,7.27486605724672,82
"TCGA-19-2625","Primary Tumor",20395,8.95578101702758,132
"TCGA-19-2629","Primary Tumor",10552,7.41318564953708,185
"TCGA-19-2629","Primary Tumor",12968,8.21587939135955,185
"TCGA-19-2631","Primary Tumor",3852,5.89381282103966,81
"TCGA-19-4065","Primary Tumor",4134,6.17650574932853,156
"TCGA-19-4065","Primary Tumor",5687,6.78085244043622,156
"TCGA-19-4065","Recurrent Tumor",10581,8.19786448704753,156
"TCGA-19-4068","Primary Tumor",5706,6.535706391566,63
"TCGA-19-5947","Primary Tumor",3076,5.85796395945792,26
"TCGA-19-5952","Primary Tumor",6089,6.86025499904491,NA
"TCGA-19-5955","Primary Tumor",11554,7.57528425815923,69
"TCGA-19-5956","Primary Tumor",7882,6.93217204768309,8107
"TCGA-19-5958","Primary Tumor",11494,7.62917123965584,46
"TCGA-19-5959","Primary Tumor",37487,8.88116501004555,90
"TCGA-19-5960","Primary Tumor",10847,7.72928906123266,40
"TCGA-19-A60I","Primary Tumor",11512,7.40371456128584,31
"TCGA-26-1442","Primary Tumor",16902,8.53727466869932,42
"TCGA-26-5132","Primary Tumor",26809,9.28892455775691,NA
"TCGA-26-5133","Primary Tumor",8951,7.88194292371659,42
"TCGA-26-5134","Primary Tumor",2005,7.29373773643798,52
"TCGA-26-5135","Primary Tumor",4022,7.0493565268984,63
"TCGA-26-5136","Primary Tumor",7995,8.58133201960744,51
"TCGA-26-5139","Primary Tumor",10424,8.0171554487658,48
"TCGA-27-1830","Primary Tumor",9450,7.78012811035437,48
"TCGA-27-1831","Primary Tumor",8147,8.25522249012746,160
"TCGA-27-1832","Primary Tumor",10016,7.65623251921412,77
"TCGA-27-1834","Primary Tumor",22208,9.13665350094012,163
"TCGA-27-1835","Primary Tumor",11887,8.5835729835316,74
"TCGA-27-1837","Primary Tumor",4731,7.92826505906254,103
"TCGA-27-2519","Primary Tumor",23712,9.28749708320537,94
"TCGA-27-2521","Primary Tumor",23442,9.12482181946093,127
"TCGA-27-2523","Primary Tumor",3158,6.18061178879793,107
"TCGA-27-2524","Primary Tumor",4696,7.23210974462522,78
"TCGA-27-2526","Primary Tumor",7076,7.87808340413984,104
"TCGA-27-2528","Primary Tumor",7841,7.62714268520837,116
"TCGA-28-1747","Primary Tumor",13142,8.39581507878694,94
"TCGA-28-1753","Primary Tumor",5769,8.06612548112272,53
"TCGA-28-2499","Primary Tumor",8327,7.79463293068082,29
"TCGA-28-2509","Primary Tumor",14166,8.53502263513679,111
"TCGA-28-2510","Primary Tumor",5711,7.18898344135512,27
"TCGA-28-2513","Primary Tumor",8205,7.8963727550401,164
"TCGA-28-2514","Primary Tumor",6715,7.26852296052292,117
"TCGA-28-5204","Primary Tumor",4132,6.67879118991556,41
"TCGA-28-5207","Primary Tumor",16180,8.54597240266865,NA
"TCGA-28-5208","Primary Tumor",9963,7.78302154964164,56
"TCGA-28-5209","Primary Tumor",7510,7.46107489526416,85
"TCGA-28-5213","Primary Tumor",3632,7.41398292000804,53
"TCGA-28-5215","Primary Tumor",14937,8.18616800225322,36
"TCGA-28-5216","Primary Tumor",11556,8.42454882167353,49
"TCGA-28-5218","Primary Tumor",1942,5.91689269563772,18
"TCGA-28-5220","Primary Tumor",10215,7.99388765062435,38
"TCGA-32-1970","Primary Tumor",16096,8.51141954041436,169
"TCGA-32-1980","Primary Tumor",6361,7.25039717144037,12
"TCGA-32-1982","Primary Tumor",3210,7.66416428994679,199
"TCGA-32-2615","Primary Tumor",9252,7.46042014216366,39
"TCGA-32-2616","Primary Tumor",32868,9.40207333988493,1847
"TCGA-32-2632","Primary Tumor",14549,8.5336239071508,182
"TCGA-32-2634","Primary Tumor",16616,8.17322167737976,101
"TCGA-32-2638","Primary Tumor",11022,7.78605601268173,127
"TCGA-32-4213","Primary Tumor",4720,8.24198716599461,50
"TCGA-32-5222","Primary Tumor",13320,8.2740238987289,68
"TCGA-41-2571","Primary Tumor",5762,7.29251101780988,109
"TCGA-41-2572","Primary Tumor",5623,7.44734577196451,53
"TCGA-41-3915","Primary Tumor",8226,7.90668587885706,38
"TCGA-41-4097","Primary Tumor",5424,7.48396015998095,32
"TCGA-41-5651","Primary Tumor",10709,8.19249260501206,92
"TCGA-76-4925","Primary Tumor",10641,7.74215549596201,72
"TCGA-76-4926","Primary Tumor",16448,8.35525340711077,62
"TCGA-76-4927","Primary Tumor",9042,8.27479321544169,53
"TCGA-76-4928","Primary Tumor",14251,8.25471722421808,83
"TCGA-76-4929","Primary Tumor",9977,7.93453180814337,68
"TCGA-76-4931","Primary Tumor",7746,7.34985070270902,47
"TCGA-76-4932","Primary Tumor",10739,8.08050160666848,60
