"barcode","SampleType","RawCount","logCPM","total_mutations"
"TCGA-AK-3445","Primary Tumor",11087,7.8147063837482,NA
"TCGA-AK-3447","Primary Tumor",4400,7.71713477522757,72
"TCGA-AK-3450","Primary Tumor",77141,10.5016876749907,NA
"TCGA-AK-3451","Primary Tumor",49155,10.5429834308053,82
"TCGA-AK-3453","Primary Tumor",18760,8.98048457889593,42
"TCGA-AK-3454","Primary Tumor",3818,7.10140155110276,NA
"TCGA-AK-3455","Primary Tumor",52459,10.0095680581561,62
"TCGA-AK-3456","Primary Tumor",27713,9.36141520348252,35
"TCGA-AK-3458","Primary Tumor",33852,9.30724748911709,33
"TCGA-AK-3460","Primary Tumor",38569,9.85745932371574,NA
"TCGA-AK-3461","Primary Tumor",31039,9.16753118933743,NA
"TCGA-AK-3465","Primary Tumor",10299,7.50819944521235,63
"TCGA-AS-3777","Primary Tumor",11032,7.95028498536392,71
"TCGA-AS-3778","Primary Tumor",45575,9.39996795222596,148
"TCGA-B0-4688","Primary Tumor",18002,8.15253033241107,NA
"TCGA-B0-4690","Primary Tumor",15094,7.86208696384655,NA
"TCGA-B0-4691","Primary Tumor",23047,8.47667913771432,NA
"TCGA-B0-4693","Primary Tumor",48787,9.96187125044063,NA
"TCGA-B0-4694","Primary Tumor",23712,8.73832545698897,NA
"TCGA-B0-4696","Primary Tumor",1938,5.32245048665753,NA
"TCGA-B0-4697","Primary Tumor",5742,7.83990426847637,NA
"TCGA-B0-4698","Primary Tumor",20459,8.14720973114145,465
"TCGA-B0-4699","Primary Tumor",33461,8.29998309573435,NA
"TCGA-B0-4700","Primary Tumor",13804,8.14936845638851,34
"TCGA-B0-4700","Solid Tissue Normal",19648,8.79999226210897,34
"TCGA-B0-4701","Primary Tumor",44322,9.5466421146613,NA
"TCGA-B0-4703","Primary Tumor",16856,8.04481321097525,NA
"TCGA-B0-4706","Primary Tumor",22572,8.27841560710533,44
"TCGA-B0-4707","Primary Tumor",29378,9.69665401407999,NA
"TCGA-B0-4710","Primary Tumor",29362,8.60343822321944,83
"TCGA-B0-4712","Primary Tumor",15219,8.29690221567921,93
"TCGA-B0-4712","Solid Tissue Normal",55073,9.540805006791,93
"TCGA-B0-4713","Primary Tumor",37952,9.92367201482747,NA
"TCGA-B0-4714","Primary Tumor",22074,8.53210424492383,NA
"TCGA-B0-4718","Primary Tumor",20573,8.87608356927969,NA
"TCGA-B0-4810","Primary Tumor",20255,8.10586851271702,58
"TCGA-B0-4811","Primary Tumor",29023,8.71144982806734,101
"TCGA-B0-4813","Primary Tumor",6048,6.99047521673189,NA
"TCGA-B0-4814","Primary Tumor",48593,9.65775349908446,NA
"TCGA-B0-4815","Primary Tumor",17836,7.857586238807,76
"TCGA-B0-4816","Primary Tumor",44342,9.14669944157358,61
"TCGA-B0-4817","Primary Tumor",19676,8.97809969440168,NA
"TCGA-B0-4818","Primary Tumor",45388,9.30649393330286,72
"TCGA-B0-4819","Primary Tumor",17562,8.201737081192,NA
"TCGA-B0-4821","Primary Tumor",21270,8.26929951027994,75
"TCGA-B0-4822","Primary Tumor",7391,7.27731490929174,NA
"TCGA-B0-4823","Primary Tumor",64050,10.2515291033481,123
"TCGA-B0-4824","Primary Tumor",20680,8.55933453639269,NA
"TCGA-B0-4827","Primary Tumor",75787,10.3006158742258,87
"TCGA-B0-4828","Primary Tumor",26470,8.98104599734728,NA
"TCGA-B0-4833","Primary Tumor",24478,9.01502386148872,NA
"TCGA-B0-4834","Primary Tumor",55715,10.2988249463247,NA
"TCGA-B0-4836","Primary Tumor",15492,8.38898473452688,NA
"TCGA-B0-4837","Primary Tumor",17261,8.44584648633862,NA
"TCGA-B0-4838","Primary Tumor",41667,9.46669606109749,NA
"TCGA-B0-4839","Primary Tumor",35126,9.73024151592516,NA
"TCGA-B0-4841","Primary Tumor",12150,9.22331831448095,NA
"TCGA-B0-4842","Primary Tumor",21216,9.25693035333856,54
"TCGA-B0-4843","Primary Tumor",17441,8.65682585615067,NA
"TCGA-B0-4844","Primary Tumor",12395,8.18039355181288,NA
"TCGA-B0-4845","Primary Tumor",33933,9.02882376418169,NA
"TCGA-B0-4846","Primary Tumor",54981,9.69490367777758,NA
"TCGA-B0-4847","Primary Tumor",27481,9.16978381395393,NA
"TCGA-B0-4848","Primary Tumor",14332,8.34684219677103,NA
"TCGA-B0-4849","Primary Tumor",17589,8.41818849207378,NA
"TCGA-B0-4852","Primary Tumor",60604,9.08567404566227,89
"TCGA-B0-4945","Primary Tumor",47694,9.74000029891116,38
"TCGA-B0-5075","Primary Tumor",72310,9.88407641060781,103
"TCGA-B0-5077","Primary Tumor",47244,9.15882519524974,57
"TCGA-B0-5080","Primary Tumor",27604,8.96375498876638,67
"TCGA-B0-5081","Primary Tumor",40911,9.04122190851677,46
"TCGA-B0-5083","Primary Tumor",12701,8.40048999402478,16
"TCGA-B0-5084","Primary Tumor",15904,7.82637443776407,47
"TCGA-B0-5085","Primary Tumor",35993,9.33398332508204,72
"TCGA-B0-5088","Primary Tumor",38975,9.09629196890598,73
"TCGA-B0-5092","Primary Tumor",26811,8.80614487455675,79
"TCGA-B0-5094","Primary Tumor",36838,9.0506942462445,82
"TCGA-B0-5095","Primary Tumor",17561,8.14050400428103,85
"TCGA-B0-5096","Primary Tumor",16313,8.59644748123279,102
"TCGA-B0-5097","Primary Tumor",18754,8.53454724092358,66
"TCGA-B0-5098","Primary Tumor",63764,9.5335736915149,716
"TCGA-B0-5099","Primary Tumor",78234,10.3091746920314,76
"TCGA-B0-5100","Primary Tumor",22502,8.72815350647867,34
"TCGA-B0-5102","Primary Tumor",19097,8.22965109637911,NA
"TCGA-B0-5104","Primary Tumor",56521,9.5446064974917,62
"TCGA-B0-5106","Primary Tumor",24522,8.58496421025148,85
"TCGA-B0-5107","Primary Tumor",26944,8.87154173323729,59
"TCGA-B0-5108","Primary Tumor",10996,7.51880694812986,45
"TCGA-B0-5109","Primary Tumor",34398,9.35320907711591,49
"TCGA-B0-5110","Primary Tumor",65626,10.0574904640732,67
"TCGA-B0-5113","Primary Tumor",50516,9.46501281299878,39
"TCGA-B0-5115","Primary Tumor",46216,9.29498915742387,60
"TCGA-B0-5116","Primary Tumor",26387,9.05864168023376,66
"TCGA-B0-5117","Primary Tumor",7765,7.71340971829685,14
"TCGA-B0-5119","Primary Tumor",43547,9.55151319963849,93
"TCGA-B0-5120","Primary Tumor",38608,9.30342301279983,67
"TCGA-B0-5121","Primary Tumor",42993,9.61086792777781,51
"TCGA-B0-5399","Primary Tumor",50970,9.5498848492313,NA
"TCGA-B0-5400","Primary Tumor",37626,9.63751425172699,37
"TCGA-B0-5402","Primary Tumor",41125,9.12781189039271,51
"TCGA-B0-5402","Solid Tissue Normal",39136,9.26253464871732,51
"TCGA-B0-5690","Primary Tumor",37647,9.46381957400998,65
"TCGA-B0-5690","Solid Tissue Normal",30734,8.99186581275345,65
"TCGA-B0-5691","Primary Tumor",26951,9.30501019375549,57
"TCGA-B0-5691","Solid Tissue Normal",43642,9.11129172003326,57
"TCGA-B0-5692","Primary Tumor",51075,10.0213005913233,69
"TCGA-B0-5693","Primary Tumor",39204,9.46438906881006,37
"TCGA-B0-5694","Solid Tissue Normal",38384,9.3303016906065,NA
"TCGA-B0-5694","Primary Tumor",22740,9.20566221661203,NA
"TCGA-B0-5695","Primary Tumor",87407,10.3556907399068,63
"TCGA-B0-5696","Primary Tumor",113206,11.0161262666175,56
"TCGA-B0-5696","Solid Tissue Normal",33975,9.32764402473864,56
"TCGA-B0-5697","Primary Tumor",96668,10.4958410196491,54
"TCGA-B0-5697","Solid Tissue Normal",26647,9.26627434761809,54
"TCGA-B0-5698","Primary Tumor",83209,10.4617694237746,73
"TCGA-B0-5699","Solid Tissue Normal",27370,9.25019396384246,45
"TCGA-B0-5699","Primary Tumor",83962,10.3904741851226,45
"TCGA-B0-5700","Primary Tumor",44735,10.2068760281259,67
"TCGA-B0-5701","Solid Tissue Normal",31114,9.00112556222106,104
"TCGA-B0-5701","Primary Tumor",20814,9.10571540772641,104
"TCGA-B0-5702","Primary Tumor",53453,11.5087237498359,66
"TCGA-B0-5703","Solid Tissue Normal",28489,9.12630773330355,79
"TCGA-B0-5703","Primary Tumor",45094,10.0289054083708,79
"TCGA-B0-5705","Primary Tumor",84058,10.3179346005661,78
"TCGA-B0-5705","Solid Tissue Normal",28296,8.86418152788113,78
"TCGA-B0-5706","Primary Tumor",14850,9.57187255789576,57
"TCGA-B0-5706","Solid Tissue Normal",24931,8.92110737277162,57
"TCGA-B0-5707","Primary Tumor",90601,10.9502369130789,38
"TCGA-B0-5709","Primary Tumor",56947,9.74048315501794,75
"TCGA-B0-5709","Solid Tissue Normal",41627,9.30060589417931,75
"TCGA-B0-5710","Primary Tumor",28919,9.03915723763609,41
"TCGA-B0-5711","Primary Tumor",58504,9.98726506000371,31
"TCGA-B0-5711","Solid Tissue Normal",40433,9.09960743961774,31
"TCGA-B0-5712","Primary Tumor",62300,10.1340342155748,110
"TCGA-B0-5712","Solid Tissue Normal",29271,8.8643861267557,110
"TCGA-B0-5713","Primary Tumor",65842,10.0756542660198,107
"TCGA-B0-5812","Primary Tumor",40504,9.30354141388654,45
"TCGA-B2-3923","Primary Tumor",2721,6.06507701180476,81
"TCGA-B2-3923","Primary Tumor",13462,7.87894754113129,81
"TCGA-B2-3923","Primary Tumor",11179,7.93643496857025,81
"TCGA-B2-3924","Primary Tumor",26666,8.98405779792951,330
"TCGA-B2-3924","Primary Tumor",8369,7.18198412233719,330
"TCGA-B2-3924","Primary Tumor",12119,8.60668372384064,330
"TCGA-B2-4098","Primary Tumor",26342,9.34076548992421,130
"TCGA-B2-4099","Primary Tumor",25313,8.94341944905679,139
"TCGA-B2-4101","Primary Tumor",29623,8.86097509859591,49
"TCGA-B2-4102","Primary Tumor",47638,9.42746167251828,59
"TCGA-B2-5633","Primary Tumor",6600,6.77288404403272,154
"TCGA-B2-5633","Primary Tumor",26131,9.12198225598003,154
"TCGA-B2-5633","Primary Tumor",31765,8.88963890583251,154
"TCGA-B2-5635","Primary Tumor",41189,9.42908254067234,185
"TCGA-B2-5635","Primary Tumor",44252,9.61063230386451,185
"TCGA-B2-5635","Primary Tumor",10587,7.44441889524124,185
"TCGA-B2-5636","Primary Tumor",49146,9.76632528464892,18
"TCGA-B2-5636","Solid Tissue Normal",31773,9.01815496585839,18
"TCGA-B2-5639","Primary Tumor",36263,10.1065891955846,57
"TCGA-B2-5641","Solid Tissue Normal",19853,8.55854078374433,74
"TCGA-B2-5641","Primary Tumor",21007,8.61047257065698,74
"TCGA-B2-A4SR","Primary Tumor",46969,9.57563074233948,44
"TCGA-B4-5377","Primary Tumor",55723,9.52391660124659,58
"TCGA-B4-5378","Primary Tumor",56264,9.62424432377631,NA
"TCGA-B4-5832","Primary Tumor",8729,8.18338290244405,77
"TCGA-B4-5834","Primary Tumor",65005,9.94895423873673,35
"TCGA-B4-5835","Primary Tumor",38681,9.24792381148852,74
"TCGA-B4-5836","Primary Tumor",63128,10.0431595479076,74
"TCGA-B4-5838","Primary Tumor",28341,9.26231490429325,66
"TCGA-B4-5843","Primary Tumor",33797,9.38574917928718,40
"TCGA-B4-5844","Primary Tumor",204170,11.9564926177837,74
"TCGA-B8-4143","Primary Tumor",22595,8.56078920111541,65
"TCGA-B8-4146","Primary Tumor",24636,9.13298892477749,38
"TCGA-B8-4148","Primary Tumor",21909,8.31884553051731,37
"TCGA-B8-4151","Primary Tumor",47060,10.1169709789866,51
"TCGA-B8-4153","Primary Tumor",38358,9.8298363540671,71
"TCGA-B8-4154","Primary Tumor",33742,9.2923819404345,NA
"TCGA-B8-4619","Solid Tissue Normal",19934,9.21866656536977,29
"TCGA-B8-4619","Primary Tumor",73156,10.5775512075596,29
"TCGA-B8-4620","Primary Tumor",16221,8.1373540042697,95
"TCGA-B8-4620","Solid Tissue Normal",23668,9.28599109489419,95
"TCGA-B8-4621","Primary Tumor",61802,9.932558780421,93
"TCGA-B8-4622","Primary Tumor",34235,9.27182432455729,71
"TCGA-B8-4622","Solid Tissue Normal",22464,9.13315721091591,71
"TCGA-B8-5158","Primary Tumor",29631,8.90765500169114,66
"TCGA-B8-5159","Primary Tumor",57174,9.70416911853121,59
"TCGA-B8-5162","Primary Tumor",21078,8.68019212680253,69
"TCGA-B8-5163","Primary Tumor",34523,8.93006096343919,73
"TCGA-B8-5164","Primary Tumor",75775,10.2374040591985,91
"TCGA-B8-5165","Primary Tumor",46904,9.40891204730898,22
"TCGA-B8-5545","Primary Tumor",34921,9.2242689729375,28
"TCGA-B8-5546","Primary Tumor",54987,10.329001235073,9
"TCGA-B8-5549","Primary Tumor",50073,9.92504989255342,61
"TCGA-B8-5549","Solid Tissue Normal",27065,8.72429043588933,61
"TCGA-B8-5550","Primary Tumor",33730,9.65263501246961,104
"TCGA-B8-5551","Primary Tumor",29426,9.2903753402358,52
"TCGA-B8-5552","Primary Tumor",33150,8.97460667895116,28
"TCGA-B8-5552","Solid Tissue Normal",23591,8.62596290735851,28
"TCGA-B8-5553","Primary Tumor",54833,9.95080569364188,53
"TCGA-B8-A54D","Primary Tumor",21687,9.43740186768372,61
"TCGA-B8-A54E","Primary Tumor",25581,9.19361509102829,45
"TCGA-B8-A54F","Primary Tumor",19699,9.375493185029,32
"TCGA-B8-A54G","Primary Tumor",19150,8.63837836492954,43
"TCGA-B8-A54H","Primary Tumor",81317,9.98083206907533,74
"TCGA-B8-A54I","Primary Tumor",15215,8.60867624461132,66
"TCGA-B8-A54J","Primary Tumor",54455,9.78028206062588,67
"TCGA-B8-A54K","Primary Tumor",31957,9.14592211225634,24
"TCGA-B8-A7U6","Primary Tumor",44636,10.033960175205,70
"TCGA-B8-A8YJ","Primary Tumor",10883,7.8566495510018,24
"TCGA-BP-4158","Primary Tumor",38432,9.34318821022328,NA
"TCGA-BP-4159","Primary Tumor",15926,8.69573733148182,NA
"TCGA-BP-4160","Primary Tumor",16540,8.91879796804155,NA
"TCGA-BP-4161","Primary Tumor",34016,8.93420926473803,62
"TCGA-BP-4162","Primary Tumor",43258,9.76749251023766,39
"TCGA-BP-4163","Primary Tumor",30208,9.4271969758677,44
"TCGA-BP-4164","Primary Tumor",62620,10.4945856227432,46
"TCGA-BP-4165","Primary Tumor",52967,10.0999973043528,NA
"TCGA-BP-4166","Primary Tumor",24851,9.08840263310422,NA
"TCGA-BP-4167","Primary Tumor",10668,8.08297056289502,62
"TCGA-BP-4169","Primary Tumor",47378,9.08196081021413,NA
"TCGA-BP-4170","Primary Tumor",41656,9.34626848834046,NA
"TCGA-BP-4173","Primary Tumor",32572,8.95824371799779,NA
"TCGA-BP-4174","Primary Tumor",71547,10.5082033752994,NA
"TCGA-BP-4176","Primary Tumor",21476,8.44804860365723,NA
"TCGA-BP-4177","Primary Tumor",80027,10.3537903098829,13
"TCGA-BP-4325","Primary Tumor",27616,8.58612844977035,NA
"TCGA-BP-4326","Primary Tumor",69970,10.2238528251294,NA
"TCGA-BP-4327","Primary Tumor",21368,8.41161838978078,NA
"TCGA-BP-4329","Primary Tumor",43870,9.50106941878338,NA
"TCGA-BP-4330","Primary Tumor",52315,9.39140798028085,NA
"TCGA-BP-4331","Primary Tumor",34934,8.85625859462057,NA
"TCGA-BP-4332","Primary Tumor",37813,9.10430422420379,NA
"TCGA-BP-4334","Primary Tumor",6249,7.62756000538647,NA
"TCGA-BP-4335","Primary Tumor",16654,8.49261269086906,NA
"TCGA-BP-4337","Primary Tumor",35027,9.10626585265733,NA
"TCGA-BP-4338","Primary Tumor",42576,9.58375177982728,NA
"TCGA-BP-4340","Primary Tumor",76378,9.82578475885643,NA
"TCGA-BP-4341","Primary Tumor",41410,9.18142461786451,NA
"TCGA-BP-4342","Primary Tumor",65263,9.63724933079609,NA
"TCGA-BP-4343","Primary Tumor",13217,8.13576598838436,NA
"TCGA-BP-4344","Primary Tumor",40568,9.38102140427142,NA
"TCGA-BP-4345","Primary Tumor",27429,8.81875820525351,NA
"TCGA-BP-4346","Primary Tumor",30344,8.84005860800596,NA
"TCGA-BP-4347","Primary Tumor",59885,9.3785190581317,NA
"TCGA-BP-4349","Primary Tumor",51835,9.46842775437199,NA
"TCGA-BP-4351","Primary Tumor",40090,8.91890304391998,NA
"TCGA-BP-4352","Primary Tumor",17601,7.79866322308982,NA
"TCGA-BP-4353","Primary Tumor",27209,8.822201324715,NA
"TCGA-BP-4354","Primary Tumor",11704,7.88178684113928,NA
"TCGA-BP-4355","Primary Tumor",27789,8.58532658501335,NA
"TCGA-BP-4756","Primary Tumor",63640,9.92108857913512,NA
"TCGA-BP-4758","Primary Tumor",57468,9.97166334440807,NA
"TCGA-BP-4759","Primary Tumor",33416,9.46084646608753,NA
"TCGA-BP-4760","Primary Tumor",55726,9.97269161939382,14
"TCGA-BP-4761","Primary Tumor",22939,9.0149034700927,NA
"TCGA-BP-4762","Primary Tumor",42239,9.57912913438176,NA
"TCGA-BP-4763","Primary Tumor",28362,8.97431190186659,NA
"TCGA-BP-4765","Primary Tumor",72062,9.85908284724824,NA
"TCGA-BP-4766","Primary Tumor",43751,9.05427379591384,NA
"TCGA-BP-4768","Primary Tumor",81129,10.1279133842922,NA
"TCGA-BP-4769","Primary Tumor",48722,9.75048372904087,NA
"TCGA-BP-4770","Primary Tumor",9377,7.28128043406847,57
"TCGA-BP-4771","Primary Tumor",34786,8.91491012245292,NA
"TCGA-BP-4774","Primary Tumor",60643,9.69351070455758,NA
"TCGA-BP-4775","Primary Tumor",33184,8.80956233154762,NA
"TCGA-BP-4776","Primary Tumor",23745,9.31469044710138,NA
"TCGA-BP-4777","Primary Tumor",29770,8.97957814566447,NA
"TCGA-BP-4781","Primary Tumor",16008,8.19633630263081,NA
"TCGA-BP-4782","Primary Tumor",45105,9.66183488424129,87
"TCGA-BP-4784","Primary Tumor",35737,9.42274081311993,NA
"TCGA-BP-4787","Primary Tumor",16686,8.35342194983622,NA
"TCGA-BP-4789","Primary Tumor",36009,9.11560599523804,NA
"TCGA-BP-4790","Primary Tumor",22369,8.62267437097733,NA
"TCGA-BP-4795","Primary Tumor",41411,9.3527449013148,23
"TCGA-BP-4797","Primary Tumor",34688,9.10541155319361,NA
"TCGA-BP-4798","Primary Tumor",23252,8.46849437886684,NA
"TCGA-BP-4799","Primary Tumor",8373,7.86223867856528,NA
"TCGA-BP-4801","Primary Tumor",42701,9.57460481927619,63
"TCGA-BP-4803","Primary Tumor",37098,9.3547354910207,NA
"TCGA-BP-4804","Primary Tumor",17146,8.69694267141444,NA
"TCGA-BP-4807","Primary Tumor",32927,9.53567361270033,NA
"TCGA-BP-4959","Primary Tumor",38880,9.3065231896631,NA
"TCGA-BP-4960","Primary Tumor",17264,8.18556898940478,70
"TCGA-BP-4961","Primary Tumor",57164,9.40072872868761,40
"TCGA-BP-4962","Primary Tumor",24703,8.79379084657527,43
"TCGA-BP-4963","Primary Tumor",16454,7.83271747778124,99
"TCGA-BP-4964","Primary Tumor",60921,9.57543448994965,91
"TCGA-BP-4965","Primary Tumor",87274,9.8333178034771,56
"TCGA-BP-4967","Primary Tumor",37052,8.8918913299041,72
"TCGA-BP-4968","Primary Tumor",64176,9.71451839912483,46
"TCGA-BP-4969","Primary Tumor",24905,8.39592763429582,NA
"TCGA-BP-4970","Primary Tumor",76099,9.7882930152082,30
"TCGA-BP-4971","Primary Tumor",15578,7.43173699925918,47
"TCGA-BP-4972","Primary Tumor",67454,9.52658851998166,42
"TCGA-BP-4973","Primary Tumor",59459,9.38244649604716,31
"TCGA-BP-4974","Primary Tumor",31547,8.18409283387492,36
"TCGA-BP-4975","Primary Tumor",102488,10.1550741307025,NA
"TCGA-BP-4976","Primary Tumor",123548,10.6640080320161,100
"TCGA-BP-4977","Primary Tumor",64383,9.52287967605205,43
"TCGA-BP-4981","Primary Tumor",35294,9.29061044764189,55
"TCGA-BP-4982","Primary Tumor",61538,9.45041087583846,38
"TCGA-BP-4983","Primary Tumor",18401,8.02936950938627,76
"TCGA-BP-4985","Primary Tumor",75545,10.294158743086,96
"TCGA-BP-4986","Primary Tumor",24711,8.14875839712562,42
"TCGA-BP-4987","Primary Tumor",27389,8.45859537844914,29
"TCGA-BP-4988","Primary Tumor",17015,7.6008539209794,52
"TCGA-BP-4989","Primary Tumor",26828,8.2687850775908,72
"TCGA-BP-4991","Primary Tumor",49573,9.03349979505102,45
"TCGA-BP-4992","Primary Tumor",23697,8.55440806967422,43
"TCGA-BP-4993","Primary Tumor",27248,9.01237103453191,70
"TCGA-BP-4994","Primary Tumor",53391,9.27618133969861,20
"TCGA-BP-4995","Primary Tumor",58244,9.40974082720718,47
"TCGA-BP-4998","Primary Tumor",30535,8.38036817811063,36
"TCGA-BP-4999","Primary Tumor",88688,9.97474241277246,49
"TCGA-BP-5000","Primary Tumor",20653,8.4771742379251,46
"TCGA-BP-5001","Primary Tumor",40415,9.20292974139391,40
"TCGA-BP-5004","Primary Tumor",105428,10.2171780449842,49
"TCGA-BP-5006","Primary Tumor",57366,9.68252973924452,40
"TCGA-BP-5007","Primary Tumor",60111,9.55826476922949,30
"TCGA-BP-5008","Primary Tumor",57600,9.43883137022424,41
"TCGA-BP-5009","Primary Tumor",23052,8.34958800108325,51
"TCGA-BP-5010","Primary Tumor",12240,8.15016657317809,71
"TCGA-BP-5168","Primary Tumor",48950,10.0806457881292,127
"TCGA-BP-5169","Primary Tumor",11987,8.18850548478175,55
"TCGA-BP-5170","Primary Tumor",25140,9.22079945673199,42
"TCGA-BP-5173","Primary Tumor",71729,10.352749508509,86
"TCGA-BP-5174","Primary Tumor",74214,10.563116854402,40
"TCGA-BP-5175","Primary Tumor",11737,8.19821989500819,47
"TCGA-BP-5176","Primary Tumor",110220,10.8751058127853,124
"TCGA-BP-5177","Primary Tumor",27206,9.15506114024637,46
"TCGA-BP-5178","Primary Tumor",31088,9.32034171624286,57
"TCGA-BP-5180","Primary Tumor",32401,9.16781307811597,43
"TCGA-BP-5181","Primary Tumor",59237,10.0942504871176,55
"TCGA-BP-5182","Primary Tumor",67463,10.0638933904892,73
"TCGA-BP-5183","Primary Tumor",51555,9.75603544482701,53
"TCGA-BP-5184","Primary Tumor",44671,9.92480232792158,31
"TCGA-BP-5185","Primary Tumor",14603,9.2378949763327,83
"TCGA-BP-5186","Primary Tumor",122858,10.9183837690061,36
"TCGA-BP-5187","Primary Tumor",25663,9.32930704497235,56
"TCGA-BP-5189","Primary Tumor",58451,9.38781871222678,51
"TCGA-BP-5190","Primary Tumor",85207,10.8256963310539,39
"TCGA-BP-5191","Primary Tumor",16466,8.85041835011496,64
"TCGA-BP-5192","Primary Tumor",125797,10.9678850339328,55
"TCGA-BP-5194","Primary Tumor",124193,10.6847660912441,28
"TCGA-BP-5195","Primary Tumor",48939,9.58036420927403,76
"TCGA-BP-5196","Primary Tumor",22568,8.63790104237811,55
"TCGA-BP-5198","Primary Tumor",62175,10.171937939883,80
"TCGA-BP-5199","Primary Tumor",41580,9.01503651279732,86
"TCGA-BP-5200","Primary Tumor",106565,10.4909419160995,45
"TCGA-BP-5201","Primary Tumor",58031,9.6146199273436,42
"TCGA-BP-5202","Primary Tumor",87101,10.2447237802746,38
